step,energy
248,-2756.1600000000
249,-2756.1600000000
250,-2756.1600000000
251,-2756.1600000000
252,-2756.1600000000
253,-2756.1600000000
254,-2756.1600000000
255,-2756.1600000000
256,-2756.1600000000
257,-2756.1600000000
258,-2756.1600000000
259,-2756.1600000000
260,-2756.1600000000
261,-2756.1600000000
262,-2756.1600000000
263,-2756.1600000000
264,-2756.1600000000
265,-2756.1600000000
266,-2756.1600000000
267,-2756.1600000000
268,-2756.1600000000
269,-2756.1600000000
270,-2756.1600000000
271,-2756.1600000000
272,-2756.1600000000
273,-2756.1600000000
274,-2756.1600000000
275,-2756.1600000000
276,-2756.1600000000
277,-2756.1600000000
278,-2756.1600000000
279,-2756.1600000000
280,-2756.1600000000
281,-2756.1600000000
282,-2756.1600000000
283,-2756.1600000000
284,-2756.1600000000
285,-2756.1600000000
286,-2756.1600000000
287,-2756.1600000000
288,-2756.1600000000
289,-2756.1600000000
290,-2756.1600000000
291,-2756.1600000000
292,-2756.1600000000
293,-2756.1600000000
294,-2756.1600000000
295,-2756.1600000000
296,-2756.1600000000
297,-2756.1600000000
298,-2756.1600000000
299,-2756.1600000000
300,-2756.1600000000
301,-2756.1600000000
302,-2756.1600000000
303,-2756.1600000000
304,-2756.1600000000
305,-2756.1600000000
306,-2756.1600000000
307,-2756.1600000000
308,-2756.1600000000
309,-2756.1600000000
310,-2756.1600000000
311,-2756.1600000000
312,-2756.1600000000
313,-2756.1600000000
314,-2756.1600000000
315,-2756.1600000000
316,-2756.1600000000
317,-2756.1600000000
318,-2756.1600000000
319,-2756.1600000000
320,-2756.1600000000
321,-2756.1600000000
322,-2756.1600000000
323,-2756.1600000000
324,-2756.1600000000
325,-2756.1600000000
326,-2756.1600000000
327,-2756.1600000000
328,-2756.1600000000
329,-2756.1600000000
330,-2756.1600000000
331,-2756.1600000000
332,-2756.1600000000
333,-2756.1600000000
334,-2756.1600000000
335,-2756.1600000000
336,-2756.1600000000
337,-2756.1600000000
338,-2756.1600000000
339,-2756.1600000000
340,-2756.1600000000
341,-2756.1600000000
342,-2756.1600000000
343,-2756.1600000000
344,-2756.1600000000
345,-2756.1600000000
346,-2756.1600000000
347,-2756.1600000000
348,-2756.1600000000
349,-2756.1600000000
350,-2756.1600000000
351,-2756.1600000000
352,-2756.1600000000
353,-2756.1600000000
354,-2756.1600000000
355,-2756.1600000000
356,-2756.1600000000
357,-2756.1600000000
358,-2756.1600000000
359,-2756.1600000000
360,-2756.1600000000
361,-2756.1600000000
362,-2756.1600000000
363,-2756.1600000000
364,-2756.1600000000
365,-2756.1600000000
366,-2756.1600000000
367,-2756.1600000000
368,-2756.1600000000
369,-2756.1600000000
370,-2756.1600000000
371,-2756.1600000000
372,-2756.1600000000
373,-2756.1600000000
374,-2756.1600000000
375,-2756.1600000000
376,-2756.1600000000
377,-2756.1600000000
378,-2756.1600000000
379,-2756.1600000000
380,-2756.1600000000
381,-2756.1600000000
382,-2756.1600000000
383,-2756.1600000000
384,-2756.1600000000
385,-2756.1600000000
386,-2756.1600000000
387,-2756.1600000000
388,-2756.1600000000
389,-2756.1600000000
390,-2756.1600000000
391,-2756.1600000000
392,-2756.1600000000
393,-2756.1600000000
394,-2756.1600000000
395,-2756.1600000000
396,-2756.1600000000
397,-2756.1600000000
398,-2756.1600000000
399,-2756.1600000000
400,-2756.1600000000
401,-2756.1600000000
402,-2756.1600000000
403,-2756.1600000000
404,-2756.1600000000
405,-2756.1600000000
406,-2756.1600000000
407,-2756.1600000000
408,-2756.1600000000
409,-2756.1600000000
410,-2756.1600000000
411,-2756.1600000000
412,-2756.1600000000
413,-2756.1600000000
414,-2756.1600000000
415,-2756.1600000000
416,-2756.1600000000
417,-2756.1600000000
418,-2756.1600000000
419,-2756.1600000000
420,-2756.1600000000
421,-2756.1600000000
422,-2756.1600000000
423,-2756.1600000000
424,-2756.1600000000
425,-2756.1600000000
426,-2756.1600000000
427,-2756.1600000000
428,-2756.1600000000
429,-2756.1600000000
430,-2756.1600000000
431,-2756.1600000000
432,-2756.1600000000
433,-2756.1600000000
434,-2756.1600000000
435,-2756.1600000000
436,-2756.1600000000
437,-2756.1600000000
438,-2756.1600000000
439,-2756.1600000000
440,-2756.1600000000
441,-2756.1600000000
442,-2756.1600000000
443,-2756.1600000000
444,-2756.1600000000
445,-2756.1600000000
446,-2756.1600000000
447,-2756.1600000000
448,-2756.1600000000
449,-2756.1600000000
450,-2756.1600000000
451,-2756.1600000000
452,-2756.1600000000
453,-2756.1600000000
454,-2756.1600000000
455,-2756.1600000000
456,-2756.1600000000
457,-2756.1600000000
458,-2756.1600000000
459,-2756.1600000000
460,-2756.1600000000
461,-2756.1600000000
462,-2756.1600000000
463,-2756.1600000000
464,-2756.1600000000
465,-2756.1600000000
466,-2756.1600000000
467,-2756.1600000000
468,-2756.1600000000
469,-2756.1600000000
470,-2756.1600000000
471,-2756.1600000000
472,-2756.1600000000
473,-2756.1600000000
474,-2756.1600000000
475,-2756.1600000000
476,-2756.1600000000
477,-2756.1600000000
478,-2756.1600000000
479,-2756.1600000000
480,-2756.1600000000
481,-2756.1600000000
482,-2756.1600000000
483,-2756.1600000000
484,-2756.1600000000
485,-2756.1600000000
486,-2756.1600000000
487,-2756.1600000000
488,-2756.1600000000
489,-2756.1600000000
490,-2756.1600000000
491,-2756.1600000000
492,-2756.1600000000
493,-2756.1600000000
494,-2756.1600000000
495,-2756.1600000000
496,-2756.1600000000
497,-2756.1600000000
498,-2756.1600000000
499,-2756.1600000000
500,-2756.1600000000
501,-2756.1600000000
502,-2756.1600000000
503,-2756.1600000000
504,-2756.1600000000
505,-2756.1600000000
506,-2756.1600000000
507,-2756.1600000000
508,-2756.1600000000
509,-2756.1600000000
510,-2756.1600000000
511,-2756.1600000000
512,-2756.1600000000
513,-2756.1600000000
514,-2756.1600000000
515,-2756.1600000000
516,-2756.1600000000
517,-2756.1600000000
518,-2756.1600000000
519,-2756.1600000000
520,-2756.1600000000
521,-2756.1600000000
522,-2756.1600000000
523,-2756.1600000000
524,-2756.1600000000
525,-2756.1600000000
526,-2756.1600000000
527,-2756.1600000000
528,-2756.1600000000
529,-2756.1600000000
530,-2756.1600000000
531,-2756.1600000000
532,-2756.1600000000
533,-2756.1600000000
534,-2756.1600000000
535,-2756.1600000000
536,-2756.1600000000
537,-2756.1600000000
538,-2756.1600000000
539,-2756.1600000000
540,-2756.1600000000
541,-2756.1600000000
542,-2756.1600000000
543,-2756.1600000000
544,-2756.1600000000
545,-2756.1600000000
546,-2756.1600000000
547,-2756.1600000000
548,-2756.1600000000
549,-2756.1600000000
550,-2756.1600000000
551,-2756.1600000000
552,-2756.1600000000
553,-2756.1600000000
554,-2756.1600000000
555,-2756.1600000000
556,-2756.1600000000
557,-2756.1600000000
558,-2756.1600000000
559,-2756.1600000000
560,-2756.1600000000
561,-2756.1600000000
562,-2756.1600000000
563,-2756.1600000000
564,-2756.1600000000
565,-2756.1600000000
566,-2756.1600000000
567,-2756.1600000000
568,-2756.1600000000
569,-2756.1600000000
570,-2756.1600000000
571,-2756.1600000000
572,-2756.1600000000
573,-2756.1600000000
574,-2756.1600000000
575,-2756.1600000000
576,-2756.1600000000
577,-2756.1600000000
578,-2756.1600000000
579,-2756.1600000000
580,-2756.1600000000
581,-2756.1600000000
582,-2756.1600000000
583,-2756.1600000000
584,-2756.1600000000
585,-2756.1600000000
586,-2756.1600000000
587,-2756.1600000000
588,-2756.1600000000
589,-2756.1600000000
590,-2756.1600000000
591,-2756.1600000000
592,-2756.1600000000
593,-2756.1600000000
594,-2756.1600000000
595,-2756.1600000000
596,-2756.1600000000
597,-2756.1600000000
598,-2756.1600000000
599,-2756.1600000000
600,-2756.1600000000
601,-2756.1600000000
602,-2756.1600000000
603,-2756.1600000000
604,-2756.1600000000
605,-2756.1600000000
606,-2756.1600000000
607,-2756.1600000000
608,-2756.1600000000
609,-2756.1600000000
610,-2756.1600000000
611,-2756.1600000000
612,-2756.1600000000
613,-2756.1600000000
614,-2756.1600000000
615,-2756.1600000000
616,-2756.1600000000
617,-2756.1600000000
618,-2756.1600000000
619,-2756.1600000000
620,-2756.1600000000
621,-2756.1600000000
622,-2756.1600000000
623,-2756.1600000000
624,-2756.1600000000
625,-2756.1600000000
626,-2756.1600000000
627,-2756.1600000000
628,-2756.1600000000
629,-2756.1600000000
630,-2756.1600000000
631,-2756.1600000000
632,-2756.1600000000
633,-2756.1600000000
634,-2756.1600000000
635,-2756.1600000000
636,-2756.1600000000
637,-2756.1600000000
638,-2756.1600000000
639,-2756.1600000000
640,-2756.1600000000
641,-2756.1600000000
642,-2756.1600000000
643,-2756.1600000000
644,-2756.1600000000
645,-2756.1600000000
646,-2756.1600000000
647,-2756.1600000000
648,-2756.1600000000
649,-2756.1600000000
650,-2756.1600000000
651,-2756.1600000000
652,-2756.1600000000
653,-2756.1600000000
654,-2756.1600000000
655,-2756.1600000000
656,-2756.1600000000
657,-2756.1600000000
658,-2756.1600000000
659,-2756.1600000000
660,-2756.1600000000
661,-2756.1600000000
662,-2756.1600000000
663,-2756.1600000000
664,-2756.1600000000
665,-2756.1600000000
666,-2756.1600000000
667,-2756.1600000000
668,-2756.1600000000
669,-2756.1600000000
670,-2756.1600000000
671,-2756.1600000000
672,-2756.1600000000
673,-2756.1600000000
674,-2756.1600000000
675,-2756.1600000000
676,-2756.1600000000
677,-2756.1600000000
678,-2756.1600000000
679,-2756.1600000000
680,-2756.1600000000
681,-2756.1600000000
682,-2756.1600000000
683,-2756.1600000000
684,-2756.1600000000
685,-2756.1600000000
686,-2756.1600000000
687,-2756.1600000000
688,-2756.1600000000
689,-2756.1600000000
690,-2756.1600000000
691,-2756.1600000000
692,-2756.1600000000
693,-2756.1600000000
694,-2756.1600000000
695,-2756.1600000000
696,-2756.1600000000
697,-2756.1600000000
698,-2756.1600000000
699,-2756.1600000000
700,-2756.1600000000
701,-2756.1600000000
702,-2756.1600000000
703,-2756.1600000000
704,-2756.1600000000
705,-2756.1600000000
706,-2756.1600000000
707,-2756.1600000000
708,-2756.1600000000
709,-2756.1600000000
710,-2756.1600000000
711,-2756.1600000000
712,-2756.1600000000
713,-2756.1600000000
714,-2756.1600000000
715,-2756.1600000000
716,-2756.1600000000
717,-2756.1600000000
718,-2756.1600000000
719,-2756.1600000000
720,-2756.1600000000
721,-2756.1600000000
722,-2756.1600000000
723,-2756.1600000000
724,-2756.1600000000
725,-2756.1600000000
726,-2756.1600000000
727,-2756.1600000000
728,-2756.1600000000
729,-2756.1600000000
730,-2756.1600000000
731,-2756.1600000000
732,-2756.1600000000
733,-2756.1600000000
734,-2756.1600000000
735,-2756.1600000000
736,-2756.1600000000
737,-2756.1600000000
738,-2756.1600000000
739,-2756.1600000000
740,-2756.1600000000
741,-2756.1600000000
742,-2756.1600000000
743,-2756.1600000000
744,-2756.1600000000
745,-2756.1600000000
746,-2756.1600000000
747,-2756.1600000000
748,-2756.1600000000
749,-2756.1600000000
750,-2756.1600000000
751,-2756.1600000000
752,-2756.1600000000
753,-2756.1600000000
754,-2756.1600000000
755,-2756.1600000000
756,-2756.1600000000
757,-2756.1600000000
758,-2756.1600000000
759,-2756.1600000000
760,-2756.1600000000
761,-2756.1600000000
762,-2756.1600000000
763,-2756.1600000000
764,-2756.1600000000
765,-2756.1600000000
766,-2756.1600000000
767,-2756.1600000000
768,-2756.1600000000
769,-2756.1600000000
770,-2756.1600000000
771,-2756.1600000000
772,-2756.1600000000
773,-2756.1600000000
774,-2756.1600000000
775,-2756.1600000000
776,-2756.1600000000
777,-2756.1600000000
778,-2756.1600000000
779,-2756.1600000000
780,-2756.1600000000
781,-2756.1600000000
782,-2756.1600000000
783,-2756.1600000000
784,-2756.1600000000
785,-2756.1600000000
786,-2756.1600000000
787,-2756.1600000000
788,-2756.1600000000
789,-2756.1600000000
790,-2756.1600000000
791,-2756.1600000000
792,-2756.1600000000
793,-2756.1600000000
794,-2756.1600000000
795,-2756.1600000000
796,-2756.1600000000
797,-2756.1600000000
798,-2756.1600000000
799,-2756.1600000000
800,-2756.1600000000
801,-2756.1600000000
802,-2756.1600000000
803,-2756.1600000000
804,-2756.1600000000
805,-2756.1600000000
806,-2756.1600000000
807,-2756.1600000000
808,-2756.1600000000
809,-2756.1600000000
810,-2756.1600000000
811,-2756.1600000000
812,-2756.1600000000
813,-2756.1600000000
814,-2756.1600000000
815,-2756.1600000000
816,-2756.1600000000
817,-2756.1600000000
818,-2756.1600000000
819,-2756.1600000000
820,-2756.1600000000
821,-2756.1600000000
822,-2756.1600000000
823,-2756.1600000000
824,-2756.1600000000
825,-2756.1600000000
826,-2756.1600000000
827,-2756.1600000000
828,-2756.1600000000
829,-2756.1600000000
830,-2756.1600000000
831,-2756.1600000000
832,-2756.1600000000
833,-2756.1600000000
834,-2756.1600000000
835,-2756.1600000000
836,-2756.1600000000
837,-2756.1600000000
838,-2756.1600000000
839,-2756.1600000000
840,-2756.1600000000
841,-2756.1600000000
842,-2756.1600000000
843,-2756.1600000000
844,-2756.1600000000
845,-2756.1600000000
846,-2756.1600000000
847,-2756.1600000000
848,-2756.1600000000
849,-2756.1600000000
850,-2756.1600000000
851,-2756.1600000000
852,-2756.1600000000
853,-2756.1600000000
854,-2756.1600000000
855,-2756.1600000000
856,-2756.1600000000
857,-2756.1600000000
858,-2756.1600000000
859,-2756.1600000000
860,-2756.1600000000
861,-2756.1600000000
862,-2756.1600000000
863,-2756.1600000000
864,-2756.1600000000
865,-2756.1600000000
866,-2756.1600000000
867,-2756.1600000000
868,-2756.1600000000
869,-2756.1600000000
870,-2756.1600000000
871,-2756.1600000000
872,-2756.1600000000
873,-2756.1600000000
874,-2756.1600000000
875,-2756.1600000000
876,-2756.1600000000
877,-2756.1600000000
878,-2756.1600000000
879,-2756.1600000000
880,-2756.1600000000
881,-2756.1600000000
882,-2756.1600000000
883,-2756.1600000000
884,-2756.1600000000
885,-2756.1600000000
886,-2756.1600000000
887,-2756.1600000000
888,-2756.1600000000
889,-2756.1600000000
890,-2756.1600000000
891,-2756.1600000000
892,-2756.1600000000
893,-2756.1600000000
894,-2756.1600000000
895,-2756.1600000000
896,-2756.1600000000
897,-2756.1600000000
898,-2756.1600000000
899,-2756.1600000000
900,-2756.1600000000
901,-2756.1600000000
902,-2756.1600000000
903,-2756.1600000000
904,-2756.1600000000
905,-2756.1600000000
906,-2756.1600000000
907,-2756.1600000000
908,-2756.1600000000
909,-2756.1600000000
910,-2756.1600000000
911,-2756.1600000000
912,-2756.1600000000
913,-2756.1600000000
914,-2756.1600000000
915,-2756.1600000000
916,-2756.1600000000
917,-2756.1600000000
918,-2756.1600000000
919,-2756.1600000000
920,-2756.1600000000
921,-2756.1600000000
922,-2756.1600000000
923,-2756.1600000000
924,-2756.1600000000
925,-2756.1600000000
926,-2756.1600000000
927,-2756.1600000000
928,-2756.1600000000
929,-2756.1600000000
930,-2756.1600000000
931,-2756.1600000000
932,-2756.1600000000
933,-2756.1600000000
934,-2756.1600000000
935,-2756.1600000000
936,-2756.1600000000
937,-2756.1600000000
938,-2756.1600000000
939,-2756.1600000000
940,-2756.1600000000
941,-2756.1600000000
942,-2756.1600000000
943,-2756.1600000000
944,-2756.1600000000
945,-2756.1600000000
946,-2756.1600000000
947,-2756.1600000000
948,-2756.1600000000
949,-2756.1600000000
950,-2756.1600000000
951,-2756.1600000000
952,-2756.1600000000
953,-2756.1600000000
954,-2756.1600000000
955,-2756.1600000000
956,-2756.1600000000
957,-2756.1600000000
958,-2756.1600000000
959,-2756.1600000000
960,-2756.1600000000
961,-2756.1600000000
962,-2756.1600000000
963,-2756.1600000000
964,-2756.1600000000
965,-2756.1600000000
966,-2756.1600000000
967,-2756.1600000000
968,-2756.1600000000
969,-2756.1600000000
970,-2756.1600000000
971,-2756.1600000000
972,-2756.1600000000
973,-2756.1600000000
974,-2756.1600000000
975,-2756.1600000000
976,-2756.1600000000
977,-2756.1600000000
978,-2756.1600000000
979,-2756.1600000000
980,-2756.1600000000
981,-2756.1600000000
982,-2756.1600000000
983,-2756.1600000000
984,-2756.1600000000
985,-2756.1600000000
986,-2756.1600000000
987,-2756.1600000000
988,-2756.1600000000
989,-2756.1600000000
990,-2756.1600000000
991,-2756.1600000000
992,-2756.1600000000
993,-2756.1600000000
994,-2756.1600000000
995,-2756.1600000000
996,-2756.1600000000
997,-2756.1600000000
998,-2756.1600000000
999,-2756.1600000000
1000,-2756.1600000000
1001,-2756.1600000000
1002,-2756.1600000000
1003,-2756.1600000000
1004,-2756.1600000000
1005,-2756.1600000000
1006,-2756.1600000000
1007,-2756.1600000000
1008,-2756.1600000000
1009,-2756.1600000000
1010,-2756.1600000000
1011,-2756.1600000000
1012,-2756.1600000000
1013,-2756.1600000000
1014,-2756.1600000000
1015,-2756.1600000000
1016,-2756.1600000000
1017,-2756.1600000000
1018,-2756.1600000000
1019,-2756.1600000000
1020,-2756.1600000000
1021,-2756.1600000000
1022,-2756.1600000000
1023,-2756.1600000000
1024,-2756.1600000000
1025,-2756.1600000000
1026,-2756.1600000000
1027,-2756.1600000000
1028,-2756.1600000000
1029,-2756.1600000000
1030,-2756.1600000000
1031,-2756.1600000000
1032,-2756.1600000000
1033,-2756.1600000000
1034,-2756.1600000000
1035,-2756.1600000000
1036,-2756.1600000000
1037,-2756.1600000000
1038,-2756.1600000000
1039,-2756.1600000000
1040,-2756.1600000000
1041,-2756.1600000000
1042,-2756.1600000000
1043,-2756.1600000000
1044,-2756.1600000000
1045,-2756.1600000000
1046,-2756.1600000000
1047,-2756.1600000000
1048,-2756.1600000000
1049,-2756.1600000000
1050,-2756.1600000000
1051,-2756.1600000000
1052,-2756.1600000000
1053,-2756.1600000000
1054,-2756.1600000000
1055,-2756.1600000000
1056,-2756.1600000000
1057,-2756.1600000000
1058,-2756.1600000000
1059,-2756.1600000000
1060,-2756.1600000000
1061,-2756.1600000000
1062,-2756.1600000000
1063,-2756.1600000000
1064,-2756.1600000000
1065,-2756.1600000000
1066,-2756.1600000000
1067,-2756.1600000000
1068,-2756.1600000000
1069,-2756.1600000000
1070,-2756.1600000000
1071,-2756.1600000000
1072,-2756.1600000000
1073,-2756.1600000000
1074,-2756.1600000000
1075,-2756.1600000000
1076,-2756.1600000000
1077,-2756.1600000000
1078,-2756.1600000000
1079,-2756.1600000000
1080,-2756.1600000000
1081,-2756.1600000000
1082,-2756.1600000000
1083,-2756.1600000000
1084,-2756.1600000000
1085,-2756.1600000000
1086,-2756.1600000000
1087,-2756.1600000000
1088,-2756.1600000000
1089,-2756.1600000000
1090,-2756.1600000000
1091,-2756.1600000000
1092,-2756.1600000000
1093,-2756.1600000000
1094,-2756.1600000000
1095,-2756.1600000000
1096,-2756.1600000000
1097,-2756.1600000000
1098,-2756.1600000000
1099,-2756.1600000000
1100,-2756.1600000000
1101,-2756.1600000000
1102,-2756.1600000000
1103,-2756.1600000000
1104,-2756.1600000000
1105,-2756.1600000000
1106,-2756.1600000000
1107,-2756.1600000000
1108,-2756.1600000000
1109,-2756.1600000000
1110,-2756.1600000000
1111,-2756.1600000000
1112,-2756.1600000000
1113,-2756.1600000000
1114,-2756.1600000000
1115,-2756.1600000000
1116,-2756.1600000000
1117,-2756.1600000000
1118,-2756.1600000000
1119,-2756.1600000000
1120,-2756.1600000000
1121,-2756.1600000000
1122,-2756.1600000000
1123,-2756.1600000000
1124,-2756.1600000000
1125,-2756.1600000000
1126,-2756.1600000000
1127,-2756.1600000000
1128,-2756.1600000000
1129,-2756.1600000000
1130,-2756.1600000000
1131,-2756.1600000000
1132,-2756.1600000000
1133,-2756.1600000000
1134,-2756.1600000000
1135,-2756.1600000000
1136,-2756.1600000000
1137,-2756.1600000000
1138,-2756.1600000000
1139,-2756.1600000000
1140,-2756.1600000000
1141,-2756.1600000000
1142,-2756.1600000000
1143,-2756.1600000000
1144,-2756.1600000000
1145,-2756.1600000000
1146,-2756.1600000000
1147,-2756.1600000000
1148,-2756.1600000000
1149,-2756.1600000000
1150,-2756.1600000000
1151,-2756.1600000000
1152,-2756.1600000000
1153,-2756.1600000000
1154,-2756.1600000000
1155,-2756.1600000000
1156,-2756.1600000000
1157,-2756.1600000000
1158,-2756.1600000000
1159,-2756.1600000000
1160,-2756.1600000000
1161,-2756.1600000000
1162,-2756.1600000000
1163,-2756.1600000000
1164,-2756.1600000000
1165,-2756.1600000000
1166,-2756.1600000000
1167,-2756.1600000000
1168,-2756.1600000000
1169,-2756.1600000000
1170,-2756.1600000000
1171,-2756.1600000000
1172,-2756.1600000000
1173,-2756.1600000000
1174,-2756.1600000000
1175,-2756.1600000000
1176,-2756.1600000000
1177,-2756.1600000000
1178,-2756.1600000000
1179,-2756.1600000000
1180,-2756.1600000000
1181,-2756.1600000000
1182,-2756.1600000000
1183,-2756.1600000000
1184,-2756.1600000000
1185,-2756.1600000000
1186,-2756.1600000000
1187,-2756.1600000000
1188,-2756.1600000000
1189,-2756.1600000000
1190,-2756.1600000000
1191,-2756.1600000000
1192,-2756.1600000000
1193,-2756.1600000000
1194,-2756.1600000000
1195,-2756.1600000000
1196,-2756.1600000000
1197,-2756.1600000000
1198,-2756.1600000000
1199,-2756.1600000000
1200,-2756.1600000000
1201,-2756.1600000000
1202,-2756.1600000000
1203,-2756.1600000000
1204,-2756.1600000000
1205,-2756.1600000000
1206,-2756.1600000000
1207,-2756.1600000000
1208,-2756.1600000000
1209,-2756.1600000000
1210,-2756.1600000000
1211,-2756.1600000000
1212,-2756.1600000000
1213,-2756.1600000000
1214,-2756.1600000000
1215,-2756.1600000000
1216,-2756.1600000000
1217,-2756.1600000000
1218,-2756.1600000000
1219,-2756.1600000000
1220,-2756.1600000000
1221,-2756.1600000000
1222,-2756.1600000000
1223,-2756.1600000000
1224,-2756.1600000000
1225,-2756.1600000000
1226,-2756.1600000000
1227,-2756.1600000000
1228,-2756.1600000000
1229,-2756.1600000000
1230,-2756.1600000000
1231,-2756.1600000000
1232,-2756.1600000000
1233,-2756.1600000000
1234,-2756.1600000000
1235,-2756.1600000000
1236,-2756.1600000000
1237,-2756.1600000000
1238,-2756.1600000000
1239,-2756.1600000000
1240,-2756.1600000000
1241,-2756.1600000000
1242,-2756.1600000000
1243,-2756.1600000000
1244,-2756.1600000000
1245,-2756.1600000000
1246,-2756.1600000000
1247,-2756.1600000000
1248,-2756.1600000000
